ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
391	Sophia Carvalho	2024-10-18	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.142
391	Sophia Carvalho	2025-02-17	Mostra interesse, mas falta um pouco de foco durante as aulas	0.976
391	Sophia Carvalho	2025-03-27	Precisa trabalhar melhor em equipe	0.166
391	Sophia Carvalho	2025-06-21	Mostra interesse, mas falta um pouco de foco durante as aulas	0.762
391	Sophia Carvalho	2025-07-08	Tem dificuldades com alguns conceitos, mas está progredindo	0.441
392	Bianca Rodrigues	2024-11-14	Tem dificuldades com alguns conceitos, mas está progredindo	0.273
392	Bianca Rodrigues	2025-04-19	Líder natural, ajuda os colegas frequentemente	0.979
392	Bianca Rodrigues	2025-09-02	Mantém consistência no desempenho ao longo do tempo	0.741
393	Ana Júlia Duarte	2024-11-08	Mantém consistência no desempenho ao longo do tempo	0.104
393	Ana Júlia Duarte	2024-12-08	Apresentou melhora significativa neste período	0.411
393	Ana Júlia Duarte	2025-01-22	Excelente capacidade analítica e pensamento crítico	0.076
393	Ana Júlia Duarte	2025-04-24	Participativo e questionador, contribui para o aprendizado da turma	0.483
393	Ana Júlia Duarte	2025-08-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.979
394	Pedro Ribeiro	2024-12-04	Participativo e questionador, contribui para o aprendizado da turma	0.129
394	Pedro Ribeiro	2025-02-08	Participativo e questionador, contribui para o aprendizado da turma	0.493
394	Pedro Ribeiro	2025-03-12	Estudante dedicado, sempre entrega as atividades no prazo	0.802
394	Pedro Ribeiro	2025-04-26	Demonstra maior engajamento nas atividades práticas	0.21
395	Dr. Kevin Ramos	2024-11-26	Mostra interesse, mas falta um pouco de foco durante as aulas	0.715
395	Dr. Kevin Ramos	2025-02-16	Precisa se esforçar mais para acompanhar o ritmo da turma	0.823
395	Dr. Kevin Ramos	2025-04-14	Mantém consistência no desempenho ao longo do tempo	0.275
396	Leandro da Rocha	2024-10-11	Mantém consistência no desempenho ao longo do tempo	0.772
396	Leandro da Rocha	2024-11-28	Participativo e questionador, contribui para o aprendizado da turma	0.685
396	Leandro da Rocha	2025-07-27	Mostra iniciativa para resolver problemas complexos	0.649
396	Leandro da Rocha	2025-08-25	Bom desempenho, mas pode melhorar a participação nas discussões	0.887
397	Rafaela da Mota	2025-03-02	Precisa se esforçar mais para acompanhar o ritmo da turma	0.285
397	Rafaela da Mota	2025-06-03	Precisa se esforçar mais para acompanhar o ritmo da turma	0.827
397	Rafaela da Mota	2025-09-02	Demonstra criatividade nas soluções apresentadas	0.191
398	Luiz Gustavo Almeida	2024-10-17	Demonstra maior engajamento nas atividades práticas	0.556
398	Luiz Gustavo Almeida	2024-12-27	Demonstra evolução constante ao longo do curso	0.395
398	Luiz Gustavo Almeida	2025-01-18	Precisa se esforçar mais para acompanhar o ritmo da turma	0.849
398	Luiz Gustavo Almeida	2025-02-05	Colaborativo e sempre disposto a ajudar os colegas	0.095
398	Luiz Gustavo Almeida	2025-03-04	Mostra interesse, mas falta um pouco de foco durante as aulas	0.962
398	Luiz Gustavo Almeida	2025-04-08	Estudante dedicado, sempre entrega as atividades no prazo	0.399
398	Luiz Gustavo Almeida	2025-06-18	Precisa trabalhar melhor em equipe	0.18
398	Luiz Gustavo Almeida	2025-09-23	Pontual e organizado, exemplo para a turma	0.337
399	Sr. Igor Nascimento	2024-11-12	Estudante dedicado, sempre entrega as atividades no prazo	0.013
399	Sr. Igor Nascimento	2025-04-01	Demonstra maior engajamento nas atividades práticas	0.031
399	Sr. Igor Nascimento	2025-05-22	Colaborativo e sempre disposto a ajudar os colegas	0.747
399	Sr. Igor Nascimento	2025-06-20	Líder natural, ajuda os colegas frequentemente	0.844
399	Sr. Igor Nascimento	2025-08-18	Pontual e organizado, exemplo para a turma	0.307
399	Sr. Igor Nascimento	2025-09-27	Mostra interesse, mas falta um pouco de foco durante as aulas	0.474
400	Miguel Nascimento	2024-11-21	Estudante dedicado, sempre entrega as atividades no prazo	0.831
400	Miguel Nascimento	2024-12-27	Mantém consistência no desempenho ao longo do tempo	0.173
400	Miguel Nascimento	2025-01-10	Pontual e organizado, exemplo para a turma	0.021
400	Miguel Nascimento	2025-03-19	Excelente capacidade analítica e pensamento crítico	0.147
400	Miguel Nascimento	2025-06-19	Colaborativo e sempre disposto a ajudar os colegas	0.533
400	Miguel Nascimento	2025-08-25	Excelente capacidade analítica e pensamento crítico	0.309
400	Miguel Nascimento	2025-09-11	Precisa trabalhar melhor em equipe	0.413
401	Sofia Novaes	2024-10-20	Pontual e organizado, exemplo para a turma	0.247
401	Sofia Novaes	2024-11-04	Mostra iniciativa para resolver problemas complexos	0.364
401	Sofia Novaes	2025-05-22	Estudante dedicado, sempre entrega as atividades no prazo	0.198
401	Sofia Novaes	2025-07-14	Mantém consistência no desempenho ao longo do tempo	0.72
401	Sofia Novaes	2025-08-12	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.061
402	Maitê Sales	2024-10-03	Apresentou melhora significativa neste período	0.004
402	Maitê Sales	2025-01-25	Demonstra evolução constante ao longo do curso	0.859
402	Maitê Sales	2025-05-23	Precisa se esforçar mais para acompanhar o ritmo da turma	0.388
403	Giovanna da Luz	2025-02-05	Mantém consistência no desempenho ao longo do tempo	0.31
403	Giovanna da Luz	2025-03-09	Mostra interesse, mas falta um pouco de foco durante as aulas	0.897
403	Giovanna da Luz	2025-04-22	Demonstra criatividade nas soluções apresentadas	0.796
403	Giovanna da Luz	2025-05-02	Participativo e questionador, contribui para o aprendizado da turma	0.37
403	Giovanna da Luz	2025-06-01	Mostra iniciativa para resolver problemas complexos	0.522
403	Giovanna da Luz	2025-07-18	Demonstra evolução constante ao longo do curso	0.574
403	Giovanna da Luz	2025-08-20	Demonstra criatividade nas soluções apresentadas	0.226
403	Giovanna da Luz	2025-09-17	Estudante dedicado, sempre entrega as atividades no prazo	0.512
404	Maria Alice da Rocha	2024-12-19	Estudante dedicado, sempre entrega as atividades no prazo	0.408
404	Maria Alice da Rocha	2025-02-03	Pontual e organizado, exemplo para a turma	0.781
404	Maria Alice da Rocha	2025-05-14	Líder natural, ajuda os colegas frequentemente	0.65
404	Maria Alice da Rocha	2025-08-13	Demonstra criatividade nas soluções apresentadas	0.026
405	Cauã Gonçalves	2024-11-27	Mantém consistência no desempenho ao longo do tempo	0.922
405	Cauã Gonçalves	2025-02-28	Líder natural, ajuda os colegas frequentemente	0.068
405	Cauã Gonçalves	2025-03-23	Demonstra maior engajamento nas atividades práticas	0.794
405	Cauã Gonçalves	2025-04-26	Demonstra maior engajamento nas atividades práticas	0.576
405	Cauã Gonçalves	2025-05-08	Colaborativo e sempre disposto a ajudar os colegas	0.134
405	Cauã Gonçalves	2025-06-27	Precisa desenvolver mais confiança para expressar suas ideias	0.514
405	Cauã Gonçalves	2025-07-20	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.063
405	Cauã Gonçalves	2025-09-02	Demonstra evolução constante ao longo do curso	0.423
406	Srta. Beatriz Peixoto	2024-10-11	Demonstra evolução constante ao longo do curso	0.961
406	Srta. Beatriz Peixoto	2025-02-13	Mostra interesse, mas falta um pouco de foco durante as aulas	0.101
406	Srta. Beatriz Peixoto	2025-05-14	Participativo e questionador, contribui para o aprendizado da turma	0.395
406	Srta. Beatriz Peixoto	2025-08-03	Tem dificuldades com alguns conceitos, mas está progredindo	0.832
406	Srta. Beatriz Peixoto	2025-09-02	Precisa desenvolver mais confiança para expressar suas ideias	0.694
407	Amanda da Rosa	2024-10-16	Precisa trabalhar melhor em equipe	0.808
407	Amanda da Rosa	2024-11-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.105
407	Amanda da Rosa	2025-03-23	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.693
407	Amanda da Rosa	2025-05-27	Precisa se esforçar mais para acompanhar o ritmo da turma	0.14
407	Amanda da Rosa	2025-08-07	Precisa desenvolver mais confiança para expressar suas ideias	0.57
407	Amanda da Rosa	2025-09-21	Mantém consistência no desempenho ao longo do tempo	0.768
408	Sr. Vinicius Rezende	2024-12-14	Estudante dedicado, sempre entrega as atividades no prazo	0.349
408	Sr. Vinicius Rezende	2025-01-17	Tem potencial, mas precisa se dedicar mais aos estudos	0.672
408	Sr. Vinicius Rezende	2025-03-23	Pontual e organizado, exemplo para a turma	0.188
408	Sr. Vinicius Rezende	2025-07-27	Mantém consistência no desempenho ao longo do tempo	0.418
408	Sr. Vinicius Rezende	2025-08-28	Mostra iniciativa para resolver problemas complexos	0.798
408	Sr. Vinicius Rezende	2025-09-17	Mostra interesse, mas falta um pouco de foco durante as aulas	0.536
409	Noah Lima	2024-10-08	Pontual e organizado, exemplo para a turma	0.901
409	Noah Lima	2024-11-01	Bom desempenho, mas pode melhorar a participação nas discussões	0.247
409	Noah Lima	2024-12-01	Precisa trabalhar melhor em equipe	0.014
409	Noah Lima	2025-01-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.065
409	Noah Lima	2025-04-18	Precisa trabalhar melhor em equipe	0.826
409	Noah Lima	2025-06-07	Demonstra criatividade nas soluções apresentadas	0.826
409	Noah Lima	2025-08-20	Apresentou melhora significativa neste período	0.54
409	Noah Lima	2025-09-09	Demonstra criatividade nas soluções apresentadas	0.161
410	Fernanda Lima	2024-10-02	Mostra iniciativa para resolver problemas complexos	0.046
410	Fernanda Lima	2024-11-11	Mostra iniciativa para resolver problemas complexos	0.056
410	Fernanda Lima	2024-12-22	Colaborativo e sempre disposto a ajudar os colegas	0.735
410	Fernanda Lima	2025-02-12	Colaborativo e sempre disposto a ajudar os colegas	0.548
410	Fernanda Lima	2025-03-02	Participativo e questionador, contribui para o aprendizado da turma	0.433
410	Fernanda Lima	2025-06-24	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.148
411	Thales Cardoso	2024-10-25	Mostra iniciativa para resolver problemas complexos	0.763
411	Thales Cardoso	2025-01-09	Mantém consistência no desempenho ao longo do tempo	0.754
411	Thales Cardoso	2025-02-04	Mantém consistência no desempenho ao longo do tempo	0.765
411	Thales Cardoso	2025-04-25	Mantém consistência no desempenho ao longo do tempo	0.42
411	Thales Cardoso	2025-07-07	Demonstra evolução constante ao longo do curso	0.133
411	Thales Cardoso	2025-08-19	Tem potencial, mas precisa se dedicar mais aos estudos	0.08
411	Thales Cardoso	2025-09-23	Líder natural, ajuda os colegas frequentemente	0.389
412	Raquel Cavalcanti	2024-11-22	Tem dificuldades com alguns conceitos, mas está progredindo	0.689
412	Raquel Cavalcanti	2024-12-15	Demonstra maior engajamento nas atividades práticas	0.544
412	Raquel Cavalcanti	2025-05-22	Precisa trabalhar melhor em equipe	0.707
412	Raquel Cavalcanti	2025-06-09	Demonstra maior engajamento nas atividades práticas	0.633
412	Raquel Cavalcanti	2025-08-06	Mostra iniciativa para resolver problemas complexos	0.411
412	Raquel Cavalcanti	2025-09-20	Precisa se esforçar mais para acompanhar o ritmo da turma	0.358
413	Levi Moura	2025-02-25	Apresentou melhora significativa neste período	0.035
413	Levi Moura	2025-08-04	Demonstra criatividade nas soluções apresentadas	0.258
413	Levi Moura	2025-09-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.795
414	Larissa das Neves	2025-03-27	Demonstra maior engajamento nas atividades práticas	0.08
414	Larissa das Neves	2025-05-06	Mostra interesse, mas falta um pouco de foco durante as aulas	0.295
414	Larissa das Neves	2025-06-11	Bom desempenho, mas pode melhorar a participação nas discussões	0.322
415	Bryan Nogueira	2024-12-26	Demonstra maior engajamento nas atividades práticas	0.858
415	Bryan Nogueira	2025-02-01	Precisa se esforçar mais para acompanhar o ritmo da turma	0.241
415	Bryan Nogueira	2025-04-15	Mostra interesse, mas falta um pouco de foco durante as aulas	0.838
415	Bryan Nogueira	2025-05-03	Excelente capacidade analítica e pensamento crítico	0.876
415	Bryan Nogueira	2025-06-19	Precisa se esforçar mais para acompanhar o ritmo da turma	0.92
415	Bryan Nogueira	2025-07-27	Mostra iniciativa para resolver problemas complexos	0.816
415	Bryan Nogueira	2025-08-07	Mantém consistência no desempenho ao longo do tempo	0.461
415	Bryan Nogueira	2025-09-28	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.101
416	Luiz Felipe Silva	2024-11-27	Colaborativo e sempre disposto a ajudar os colegas	0.927
416	Luiz Felipe Silva	2024-12-06	Excelente capacidade analítica e pensamento crítico	0.475
416	Luiz Felipe Silva	2025-06-10	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.293
416	Luiz Felipe Silva	2025-09-14	Líder natural, ajuda os colegas frequentemente	0.795
417	Davi Luiz Fernandes	2024-12-10	Participativo e questionador, contribui para o aprendizado da turma	0.777
417	Davi Luiz Fernandes	2025-01-08	Pontual e organizado, exemplo para a turma	0.047
417	Davi Luiz Fernandes	2025-04-22	Precisa trabalhar melhor em equipe	0.012
417	Davi Luiz Fernandes	2025-05-10	Demonstra evolução constante ao longo do curso	0.655
418	Sophia Campos	2024-10-16	Precisa trabalhar melhor em equipe	0.932
418	Sophia Campos	2024-11-26	Líder natural, ajuda os colegas frequentemente	0.057
418	Sophia Campos	2024-12-14	Precisa se esforçar mais para acompanhar o ritmo da turma	0.487
418	Sophia Campos	2025-01-10	Mostra iniciativa para resolver problemas complexos	0.387
418	Sophia Campos	2025-03-19	Mostra iniciativa para resolver problemas complexos	0.076
419	Dr. Pietro Campos	2024-10-17	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.346
419	Dr. Pietro Campos	2025-01-13	Demonstra criatividade nas soluções apresentadas	0.069
419	Dr. Pietro Campos	2025-02-12	Demonstra evolução constante ao longo do curso	0.729
419	Dr. Pietro Campos	2025-04-06	Participativo e questionador, contribui para o aprendizado da turma	0.482
419	Dr. Pietro Campos	2025-05-24	Mostra iniciativa para resolver problemas complexos	0.034
419	Dr. Pietro Campos	2025-06-02	Líder natural, ajuda os colegas frequentemente	0.715
419	Dr. Pietro Campos	2025-07-15	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.597
419	Dr. Pietro Campos	2025-09-12	Precisa se esforçar mais para acompanhar o ritmo da turma	0.093
420	Pedro Barros	2024-10-02	Precisa desenvolver mais confiança para expressar suas ideias	0.727
420	Pedro Barros	2025-03-03	Precisa desenvolver mais confiança para expressar suas ideias	0.426
420	Pedro Barros	2025-04-05	Tem dificuldades com alguns conceitos, mas está progredindo	0.022
420	Pedro Barros	2025-05-04	Colaborativo e sempre disposto a ajudar os colegas	0.319
420	Pedro Barros	2025-06-06	Apresentou melhora significativa neste período	0.373
420	Pedro Barros	2025-08-27	Demonstra evolução constante ao longo do curso	0.68
420	Pedro Barros	2025-09-25	Mostra interesse, mas falta um pouco de foco durante as aulas	0.298
421	João Gabriel Lima	2024-10-22	Colaborativo e sempre disposto a ajudar os colegas	0.185
421	João Gabriel Lima	2024-11-24	Mostra interesse, mas falta um pouco de foco durante as aulas	0.519
421	João Gabriel Lima	2024-12-01	Precisa se esforçar mais para acompanhar o ritmo da turma	0.744
421	João Gabriel Lima	2025-01-23	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.967
421	João Gabriel Lima	2025-03-22	Líder natural, ajuda os colegas frequentemente	0.153
421	João Gabriel Lima	2025-06-21	Apresentou melhora significativa neste período	0.709
421	João Gabriel Lima	2025-07-20	Líder natural, ajuda os colegas frequentemente	0.831
422	Sra. Luna da Mata	2025-01-12	Tem potencial, mas precisa se dedicar mais aos estudos	0.492
422	Sra. Luna da Mata	2025-05-13	Demonstra maior engajamento nas atividades práticas	0.325
422	Sra. Luna da Mata	2025-07-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.277
422	Sra. Luna da Mata	2025-08-20	Mostra interesse, mas falta um pouco de foco durante as aulas	0.936
423	Ana Julia Teixeira	2024-10-13	Excelente capacidade analítica e pensamento crítico	0.367
423	Ana Julia Teixeira	2024-12-12	Mantém consistência no desempenho ao longo do tempo	0.339
423	Ana Julia Teixeira	2025-02-28	Excelente capacidade analítica e pensamento crítico	0.437
423	Ana Julia Teixeira	2025-04-24	Colaborativo e sempre disposto a ajudar os colegas	0.549
423	Ana Julia Teixeira	2025-06-16	Colaborativo e sempre disposto a ajudar os colegas	0.359
424	Giovanna Martins	2024-11-17	Demonstra evolução constante ao longo do curso	0.241
424	Giovanna Martins	2024-12-28	Mostra iniciativa para resolver problemas complexos	0.668
424	Giovanna Martins	2025-02-12	Estudante dedicado, sempre entrega as atividades no prazo	0.399
424	Giovanna Martins	2025-05-16	Líder natural, ajuda os colegas frequentemente	0.326
424	Giovanna Martins	2025-06-21	Estudante dedicado, sempre entrega as atividades no prazo	0.274
424	Giovanna Martins	2025-07-13	Demonstra maior engajamento nas atividades práticas	0.681
424	Giovanna Martins	2025-08-05	Tem dificuldades com alguns conceitos, mas está progredindo	0.667
424	Giovanna Martins	2025-09-03	Demonstra maior engajamento nas atividades práticas	0.467
425	Enrico Barros	2025-01-28	Precisa trabalhar melhor em equipe	0.949
425	Enrico Barros	2025-02-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.497
425	Enrico Barros	2025-04-02	Tem potencial, mas precisa se dedicar mais aos estudos	0.667
425	Enrico Barros	2025-05-25	Líder natural, ajuda os colegas frequentemente	0.584
425	Enrico Barros	2025-07-18	Colaborativo e sempre disposto a ajudar os colegas	0.853
425	Enrico Barros	2025-08-22	Estudante dedicado, sempre entrega as atividades no prazo	0.954
425	Enrico Barros	2025-09-01	Líder natural, ajuda os colegas frequentemente	0.067
426	Srta. Fernanda Santos	2024-11-25	Precisa se esforçar mais para acompanhar o ritmo da turma	0.346
426	Srta. Fernanda Santos	2025-02-09	Tem potencial, mas precisa se dedicar mais aos estudos	0.33
426	Srta. Fernanda Santos	2025-03-18	Demonstra evolução constante ao longo do curso	0.858
426	Srta. Fernanda Santos	2025-04-10	Demonstra evolução constante ao longo do curso	0.175
426	Srta. Fernanda Santos	2025-05-27	Estudante dedicado, sempre entrega as atividades no prazo	0.405
426	Srta. Fernanda Santos	2025-06-01	Participativo e questionador, contribui para o aprendizado da turma	0.686
426	Srta. Fernanda Santos	2025-08-01	Participativo e questionador, contribui para o aprendizado da turma	0.471
427	Maria Luiza Ferreira	2024-11-05	Mostra iniciativa para resolver problemas complexos	0.502
427	Maria Luiza Ferreira	2024-12-03	Pontual e organizado, exemplo para a turma	0.712
427	Maria Luiza Ferreira	2025-02-27	Apresentou melhora significativa neste período	0.624
428	Gustavo Cunha	2024-10-28	Tem dificuldades com alguns conceitos, mas está progredindo	0.184
428	Gustavo Cunha	2025-03-20	Tem potencial, mas precisa se dedicar mais aos estudos	0.463
428	Gustavo Cunha	2025-04-14	Bom desempenho, mas pode melhorar a participação nas discussões	0.783
428	Gustavo Cunha	2025-06-04	Apresentou melhora significativa neste período	0.014
428	Gustavo Cunha	2025-07-04	Participativo e questionador, contribui para o aprendizado da turma	0.37
428	Gustavo Cunha	2025-08-25	Precisa desenvolver mais confiança para expressar suas ideias	0.567
428	Gustavo Cunha	2025-09-21	Mostra interesse, mas falta um pouco de foco durante as aulas	0.437
429	Gustavo Pires	2024-11-11	Demonstra criatividade nas soluções apresentadas	0.688
429	Gustavo Pires	2024-12-24	Mostra iniciativa para resolver problemas complexos	0.361
429	Gustavo Pires	2025-02-16	Demonstra maior engajamento nas atividades práticas	0.452
429	Gustavo Pires	2025-03-04	Demonstra evolução constante ao longo do curso	0.543
429	Gustavo Pires	2025-04-26	Líder natural, ajuda os colegas frequentemente	0.92
430	Erick Costela	2024-10-23	Precisa se esforçar mais para acompanhar o ritmo da turma	0.083
430	Erick Costela	2024-12-21	Estudante dedicado, sempre entrega as atividades no prazo	0.5
430	Erick Costela	2025-05-09	Mostra iniciativa para resolver problemas complexos	0.519
430	Erick Costela	2025-08-02	Demonstra criatividade nas soluções apresentadas	0.082
431	Marina Moraes	2025-02-16	Pontual e organizado, exemplo para a turma	0.29
431	Marina Moraes	2025-06-11	Precisa desenvolver mais confiança para expressar suas ideias	0.447
431	Marina Moraes	2025-09-15	Participativo e questionador, contribui para o aprendizado da turma	0.816
432	Enzo Cunha	2024-10-25	Apresentou melhora significativa neste período	0.206
432	Enzo Cunha	2024-11-19	Colaborativo e sempre disposto a ajudar os colegas	0.893
432	Enzo Cunha	2024-12-27	Pontual e organizado, exemplo para a turma	0.416
432	Enzo Cunha	2025-01-05	Estudante dedicado, sempre entrega as atividades no prazo	0.55
432	Enzo Cunha	2025-02-13	Mostra iniciativa para resolver problemas complexos	0.516
432	Enzo Cunha	2025-06-19	Mostra interesse, mas falta um pouco de foco durante as aulas	0.624
432	Enzo Cunha	2025-08-08	Precisa desenvolver mais confiança para expressar suas ideias	0.588
432	Enzo Cunha	2025-09-21	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.524
433	Vitor Melo	2024-10-13	Demonstra evolução constante ao longo do curso	0.93
433	Vitor Melo	2024-12-12	Precisa trabalhar melhor em equipe	0.542
433	Vitor Melo	2025-02-07	Colaborativo e sempre disposto a ajudar os colegas	0.053
433	Vitor Melo	2025-03-05	Mostra interesse, mas falta um pouco de foco durante as aulas	0.915
433	Vitor Melo	2025-04-13	Mostra iniciativa para resolver problemas complexos	0.525
433	Vitor Melo	2025-05-20	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.602
433	Vitor Melo	2025-08-01	Precisa trabalhar melhor em equipe	0.297
434	Marcela Santos	2024-10-18	Precisa trabalhar melhor em equipe	0.59
434	Marcela Santos	2024-12-09	Excelente capacidade analítica e pensamento crítico	0.389
434	Marcela Santos	2025-01-24	Participativo e questionador, contribui para o aprendizado da turma	0.502
434	Marcela Santos	2025-04-16	Tem dificuldades com alguns conceitos, mas está progredindo	0.986
434	Marcela Santos	2025-06-17	Mostra interesse, mas falta um pouco de foco durante as aulas	0.797
434	Marcela Santos	2025-07-08	Estudante dedicado, sempre entrega as atividades no prazo	0.142
434	Marcela Santos	2025-09-22	Bom desempenho, mas pode melhorar a participação nas discussões	0.579
435	Maria Clara Lima	2025-01-06	Estudante dedicado, sempre entrega as atividades no prazo	0.341
435	Maria Clara Lima	2025-02-19	Mantém consistência no desempenho ao longo do tempo	0.092
435	Maria Clara Lima	2025-05-22	Precisa trabalhar melhor em equipe	0.827
435	Maria Clara Lima	2025-07-03	Demonstra criatividade nas soluções apresentadas	0.138
436	Dra. Joana da Mota	2024-12-12	Estudante dedicado, sempre entrega as atividades no prazo	0.21
436	Dra. Joana da Mota	2025-06-10	Precisa se esforçar mais para acompanhar o ritmo da turma	0.715
436	Dra. Joana da Mota	2025-08-17	Mostra interesse, mas falta um pouco de foco durante as aulas	0.032
437	Luiz Felipe Moraes	2024-10-08	Excelente capacidade analítica e pensamento crítico	0.76
437	Luiz Felipe Moraes	2024-12-20	Bom desempenho, mas pode melhorar a participação nas discussões	0.751
437	Luiz Felipe Moraes	2025-01-07	Tem dificuldades com alguns conceitos, mas está progredindo	0.158
437	Luiz Felipe Moraes	2025-02-08	Tem dificuldades com alguns conceitos, mas está progredindo	0.426
437	Luiz Felipe Moraes	2025-03-16	Apresentou melhora significativa neste período	0.372
437	Luiz Felipe Moraes	2025-05-24	Tem potencial, mas precisa se dedicar mais aos estudos	0.027
437	Luiz Felipe Moraes	2025-06-15	Mantém consistência no desempenho ao longo do tempo	0.747
437	Luiz Felipe Moraes	2025-07-09	Demonstra maior engajamento nas atividades práticas	0.31
438	Maria Julia Lima	2024-10-16	Pontual e organizado, exemplo para a turma	0.055
438	Maria Julia Lima	2024-11-08	Colaborativo e sempre disposto a ajudar os colegas	0.715
438	Maria Julia Lima	2025-01-18	Precisa desenvolver mais confiança para expressar suas ideias	0.811
438	Maria Julia Lima	2025-08-05	Líder natural, ajuda os colegas frequentemente	0.984
438	Maria Julia Lima	2025-09-12	Demonstra maior engajamento nas atividades práticas	0.343
439	Pietro da Mota	2024-11-25	Participativo e questionador, contribui para o aprendizado da turma	0.603
439	Pietro da Mota	2025-02-05	Estudante dedicado, sempre entrega as atividades no prazo	0.149
439	Pietro da Mota	2025-04-05	Mostra interesse, mas falta um pouco de foco durante as aulas	0.206
439	Pietro da Mota	2025-07-20	Tem potencial, mas precisa se dedicar mais aos estudos	0.546
440	Murilo Cardoso	2025-01-22	Tem potencial, mas precisa se dedicar mais aos estudos	0.451
440	Murilo Cardoso	2025-06-24	Mostra iniciativa para resolver problemas complexos	0.168
440	Murilo Cardoso	2025-07-04	Mostra interesse, mas falta um pouco de foco durante as aulas	0.111
440	Murilo Cardoso	2025-08-25	Participativo e questionador, contribui para o aprendizado da turma	0.467
440	Murilo Cardoso	2025-09-07	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.477
441	Maysa da Paz	2025-05-23	Tem dificuldades com alguns conceitos, mas está progredindo	0.842
441	Maysa da Paz	2025-07-27	Participativo e questionador, contribui para o aprendizado da turma	0.3
441	Maysa da Paz	2025-09-10	Mostra interesse, mas falta um pouco de foco durante as aulas	0.898
442	Dra. Ana Santos	2024-10-11	Mostra iniciativa para resolver problemas complexos	0.725
442	Dra. Ana Santos	2024-11-06	Demonstra evolução constante ao longo do curso	0.804
442	Dra. Ana Santos	2025-03-08	Precisa se esforçar mais para acompanhar o ritmo da turma	0.374
442	Dra. Ana Santos	2025-05-22	Bom desempenho, mas pode melhorar a participação nas discussões	0.131
442	Dra. Ana Santos	2025-07-27	Apresentou melhora significativa neste período	0.211
442	Dra. Ana Santos	2025-08-25	Tem potencial, mas precisa se dedicar mais aos estudos	0.8
443	Dr. Lucas Gabriel Melo	2024-12-22	Tem dificuldades com alguns conceitos, mas está progredindo	0.695
443	Dr. Lucas Gabriel Melo	2025-01-17	Líder natural, ajuda os colegas frequentemente	0.709
443	Dr. Lucas Gabriel Melo	2025-02-01	Líder natural, ajuda os colegas frequentemente	0.857
443	Dr. Lucas Gabriel Melo	2025-04-18	Precisa desenvolver mais confiança para expressar suas ideias	0.503
443	Dr. Lucas Gabriel Melo	2025-07-26	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.8
443	Dr. Lucas Gabriel Melo	2025-08-16	Demonstra criatividade nas soluções apresentadas	0.378
444	Leonardo da Rosa	2024-10-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.173
444	Leonardo da Rosa	2024-11-18	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.489
444	Leonardo da Rosa	2024-12-18	Colaborativo e sempre disposto a ajudar os colegas	0.814
444	Leonardo da Rosa	2025-02-14	Tem potencial, mas precisa se dedicar mais aos estudos	0.934
444	Leonardo da Rosa	2025-03-05	Demonstra evolução constante ao longo do curso	0.306
444	Leonardo da Rosa	2025-05-28	Mantém consistência no desempenho ao longo do tempo	0.954
445	João Pedro Teixeira	2024-10-22	Pontual e organizado, exemplo para a turma	0.345
445	João Pedro Teixeira	2025-01-05	Líder natural, ajuda os colegas frequentemente	0.581
445	João Pedro Teixeira	2025-02-20	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.728
445	João Pedro Teixeira	2025-03-26	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.172
445	João Pedro Teixeira	2025-05-13	Mostra interesse, mas falta um pouco de foco durante as aulas	0.221
445	João Pedro Teixeira	2025-07-22	Precisa se esforçar mais para acompanhar o ritmo da turma	0.563
445	João Pedro Teixeira	2025-08-27	Participativo e questionador, contribui para o aprendizado da turma	0.579
445	João Pedro Teixeira	2025-09-03	Precisa se esforçar mais para acompanhar o ritmo da turma	0.883
446	Raul Freitas	2024-10-12	Pontual e organizado, exemplo para a turma	0.131
446	Raul Freitas	2024-11-13	Estudante dedicado, sempre entrega as atividades no prazo	0.849
446	Raul Freitas	2025-02-17	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.291
